Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
22,18112,17,0,0,0,17,0,0,0,14,0
116,18138,186,3,5,0,42,0,13,0,186,3
39,16708,37,0,1,0,36,0,0,0,37,0
69,16759,157,3,1,0,31,0,3,0,157,3
166,16833,90,2,2,0,18,0,21,0,90,2
58,16863,61,2,1,0,60,1,0,0,61,2
58,16872,55,2,1,0,43,0,1,0,55,2
69,16873,98,2,2,0,30,0,2,0,98,2
166,17096,44,0,0,0,26,0,1,0,44,0
60,17125,63,2,1,0,63,1,0,0,29,0
54,17136,72,2,1,0,45,0,1,0,72,2
41,17140,62,2,1,0,49,0,0,0,62,2
54,17147,70,2,1,0,46,0,1,0,70,2
155,17162,119,4,3,0,5,0,4,0,119,4
153,4941,77,2,1,0,77,1,1,0,59,2
154,4959,156,3,1,0,19,0,0,0,156,3
166,4972,40,0,1,0,35,0,2,0,40,0
164,4992,40,0,1,0,38,0,0,0,40,0
33,5003,74,2,3,0,69,1,4,0,74,2
33,5004,86,2,2,0,40,0,1,0,86,2
116,5020,114,4,1,0,25,0,2,0,114,4
166,5049,74,2,1,0,74,1,1,0,24,0
70,5093,208,5,13,0,3,0,24,0,208,5
69,5149,165,3,4,0,57,1,6,0,165,3
69,5239,153,3,2,0,27,0,6,0,153,3
166,5260,26,0,1,0,22,0,1,0,26,0
54,5273,43,0,1,0,36,0,0,0,43,0
31,5350,69,2,1,0,16,0,0,0,69,2
129,5368,46,0,1,0,44,0,0,0,46,0
69,5373,168,3,4,0,65,1,6,0,168,3
171,5411,88,2,2,0,13,0,5,0,88,2
166,5431,117,4,0,0,29,0,0,0,117,4
112,5450,69,2,1,0,36,0,0,0,69,2
69,5451,167,3,4,0,59,1,7,0,167,3
166,5501,102,4,3,0,24,0,21,0,102,4
62,5514,58,2,1,0,27,0,0,0,58,2
153,5543,76,2,1,0,76,1,0,0,56,2
166,5561,68,2,2,0,35,0,5,0,68,2
152,5680,53,2,1,0,45,0,0,0,53,2
166,5701,47,0,1,0,47,0,0,0,21,0
100,5786,147,4,1,0,32,0,2,0,147,4
69,5878,121,4,3,0,8,0,8,0,121,4
166,5882,58,2,1,0,47,0,5,0,58,2
159,5962,42,0,1,0,42,0,0,0,31,0
58,5969,68,2,1,0,64,1,0,0,68,2
33,5972,47,0,1,0,32,0,0,0,47,0
61,6007,86,2,2,0,32,0,2,0,86,2
22,6031,27,0,0,0,17,0,0,0,27,0
22,6048,51,2,1,0,18,0,1,0,51,2
22,6055,14,0,1,0,13,0,0,0,14,0
124,6085,40,0,1,0,40,0,0,0,16,0
166,6111,44,0,1,0,44,0,1,0,44,0
69,6124,158,3,4,0,48,0,7,0,158,3
92,6143,57,2,1,0,14,0,0,0,57,2
75,6149,63,2,1,0,63,1,0,0,43,0
12,6192,71,2,2,0,17,0,3,0,71,2
54,6202,44,0,1,0,39,0,0,0,44,0
71,6233,151,3,2,0,38,0,2,0,151,3
129,6254,51,2,1,0,43,0,0,0,51,2
21,6438,42,0,1,0,29,0,0,0,42,0
166,6445,55,2,1,0,39,0,3,0,55,2
166,6467,51,2,1,0,41,0,3,0,51,2
58,6487,38,0,1,0,38,0,0,0,33,0
58,6587,64,2,1,0,54,1,0,0,64,2
69,6639,113,4,2,0,24,0,6,0,113,4
69,6687,151,3,2,0,40,0,2,0,151,3
15,6804,52,2,1,0,38,0,2,0,52,2
58,6822,54,2,1,0,44,0,1,0,54,2
128,6823,81,2,1,0,47,0,0,0,81,2
52,6851,45,0,1,0,14,0,0,0,45,0
58,6853,65,2,1,0,53,1,0,0,65,2
166,6866,41,0,1,0,29,0,3,0,41,0
29,18664,23,0,1,0,23,0,0,0,18,0
69,18691,132,4,4,0,29,0,6,0,132,4
77,18704,51,2,1,0,51,1,1,0,51,2
165,18712,22,0,0,0,19,0,0,0,22,0
71,18777,154,3,1,0,60,1,1,0,154,3
162,18781,47,0,1,0,42,0,0,0,47,0
75,18839,73,2,1,0,73,1,0,0,42,0
69,18892,156,3,3,0,40,0,4,0,156,3
122,18957,54,2,1,0,24,0,0,0,54,2
151,19030,38,0,1,0,38,0,0,0,11,0
109,19166,49,0,1,0,39,0,1,0,49,0
166,19173,49,0,1,0,41,0,2,0,49,0
66,19187,77,2,1,0,14,0,0,0,77,2
69,19190,89,2,3,0,8,0,8,0,89,2
69,19197,107,4,1,0,24,0,2,0,107,4
123,19213,35,0,1,0,35,0,0,0,25,0
48,19301,76,2,2,0,17,0,4,0,76,2
75,19328,53,2,1,0,53,1,0,0,52,2
70,19368,90,2,3,0,18,0,4,0,90,2
130,19448,38,0,1,0,38,0,0,0,19,0
41,19613,67,2,1,0,42,0,0,0,67,2
130,4929,60,2,1,0,34,0,1,0,60,2
69,4991,44,0,1,0,37,0,0,0,44,0
164,4999,30,0,1,0,30,0,3,0,28,0
166,5028,41,0,1,0,30,0,5,0,41,0
166,5073,74,2,2,0,12,0,11,0,74,2
166,5090,67,2,1,0,29,0,2,0,67,2
166,5113,65,2,1,0,18,0,12,0,65,2
75,5171,126,4,2,0,33,0,5,0,126,4
140,5185,69,2,1,0,42,0,0,0,69,2
58,5272,35,0,0,0,34,0,1,0,35,0
116,5325,59,2,0,0,45,0,0,0,59,2
129,21735,58,2,1,0,38,0,0,0,58,2
54,21775,61,2,1,0,31,0,1,0,61,2
123,21881,72,2,1,0,38,0,2,0,72,2
166,21896,23,0,0,0,23,0,0,0,22,0
166,21901,56,2,2,0,32,0,7,0,56,2
69,22624,26,0,1,0,26,0,0,0,21,0
162,22647,49,0,1,0,49,0,0,0,5,0
33,22665,82,2,1,0,45,0,0,0,82,2
33,22745,72,2,2,0,58,1,1,0,72,2
136,22793,63,2,1,0,37,0,1,0,63,2
130,22848,42,0,1,0,42,0,0,0,33,0
58,22880,61,2,1,0,38,0,2,0,61,2
33,22938,80,2,3,0,32,0,7,0,80,2
15,22992,40,0,1,0,38,0,2,0,40,0
109,23010,44,0,1,0,30,0,5,0,44,0
110,22084,24,0,0,0,24,0,2,0,17,0
58,22087,70,2,2,0,25,0,10,0,70,2
58,22095,59,2,1,0,38,0,2,0,59,2
166,22152,65,2,2,0,21,0,12,0,65,2
166,22154,73,2,2,0,19,0,19,0,73,2
110,22206,22,0,0,0,22,0,1,0,21,0
166,22272,88,2,2,0,6,0,28,0,88,2
109,22298,41,0,1,0,30,0,4,0,41,0
33,22399,185,3,4,0,61,1,11,0,185,3
33,22421,176,3,5,0,34,0,23,0,176,3
22,22484,26,0,0,0,14,0,0,0,26,0
69,22538,157,3,3,0,134,3,1,0,157,3
39,22567,77,2,1,0,19,0,3,0,77,2
33,5422,138,4,1,0,52,1,0,0,138,4
33,5425,64,2,1,0,26,0,4,0,64,2
130,5523,46,0,1,0,21,0,0,0,46,0
58,5539,41,0,0,0,32,0,2,0,41,0
122,5544,89,2,1,0,15,0,0,0,89,2
69,5565,184,3,3,0,147,3,5,0,184,3
58,5589,59,2,1,0,27,0,3,0,59,2
33,5596,62,2,2,0,42,0,1,0,62,2
166,5619,53,2,1,0,34,0,8,0,53,2
69,5729,163,3,2,0,87,1,1,0,163,3
118,5773,76,2,2,0,18,0,7,0,76,2
34,5776,51,2,2,0,0,0,2,0,51,2
166,5777,79,2,1,0,26,0,3,0,79,2
123,5824,33,0,0,0,32,0,0,0,33,0
109,5825,34,0,0,0,34,0,1,0,34,0
164,5859,47,0,1,0,28,0,5,0,47,0
144,5863,27,0,1,0,16,0,1,0,27,0
159,5888,39,0,1,0,39,0,0,0,25,0
100,5889,162,3,5,0,0,0,15,0,162,3
58,5894,71,2,1,0,23,0,5,0,71,2
22,6093,29,0,0,0,23,0,1,0,29,0
166,6114,26,0,1,0,26,0,5,0,23,0
166,6121,45,0,1,0,45,0,4,0,32,0
58,6213,69,2,1,0,35,0,2,0,69,2
33,6223,126,4,2,0,126,3,2,0,89,2
58,6257,55,2,1,0,29,0,3,0,55,2
75,6287,44,0,1,0,44,0,2,0,43,0
54,6348,30,0,1,0,30,0,2,0,27,0
62,6356,65,2,2,0,19,0,1,0,65,2
122,12310,42,0,0,0,27,0,0,0,42,0
58,12314,40,0,1,0,25,0,3,0,40,0
166,12344,40,0,1,0,19,0,6,0,40,0
153,12430,68,2,1,0,47,0,2,0,68,2
168,12449,128,4,1,0,71,1,0,0,128,4
69,12503,500,1,1,0,62,1,1,0,433,1
15,12615,34,0,0,0,28,0,3,0,34,0
166,12710,48,0,1,0,26,0,5,0,48,0
38,12734,68,2,1,0,46,0,0,0,68,2
71,12749,167,3,1,0,43,0,0,0,167,3
54,12910,52,2,1,0,30,0,2,0,52,2
109,13011,33,0,0,0,33,0,1,0,27,0
69,13072,25,0,1,0,17,0,0,0,25,0
93,13096,55,2,1,0,20,0,0,0,55,2
22,13141,61,2,1,0,6,0,5,0,61,2
69,13239,196,3,1,0,43,0,0,0,196,3
155,13407,61,2,0,0,30,0,0,0,61,2
69,13445,140,4,0,0,34,0,0,0,140,4
130,13478,31,0,1,0,31,0,0,0,9,0
8,13517,22,0,0,0,22,0,3,0,9,0
116,13532,80,2,1,0,80,1,0,0,60,2
69,13534,307,1,4,0,199,2,4,0,307,1
162,13553,38,0,1,0,38,0,0,0,28,0
69,13614,196,3,4,0,196,2,3,0,191,3
155,13655,59,2,0,0,28,0,0,0,59,2
12,13669,170,3,2,0,35,0,3,0,170,3
166,13740,39,0,1,0,39,0,0,0,25,0
58,10811,46,0,1,0,24,0,3,0,46,0
166,10831,53,2,1,0,25,0,13,0,53,2
166,10833,77,2,2,0,5,0,22,0,77,2
69,10858,457,1,1,0,67,1,1,0,370,1
69,10869,204,5,4,0,173,2,2,0,204,5
12,10876,108,4,3,0,90,1,1,0,108,4
75,10904,64,2,1,0,41,0,3,0,64,2
75,10963,48,0,1,0,48,0,1,0,35,0
8,11012,29,0,0,0,29,0,0,0,12,0
166,11014,54,2,1,0,31,0,6,0,54,2
54,11063,39,0,1,0,26,0,3,0,39,0
3,11190,29,0,0,0,29,0,0,0,22,0
166,11322,92,2,3,0,5,0,30,0,92,2
33,11356,159,3,3,0,159,2,2,0,88,2
33,11397,155,3,4,0,89,1,9,0,155,3
93,11412,64,2,1,0,20,0,0,0,64,2
146,11453,34,0,0,0,34,0,0,0,30,0
164,11497,51,2,1,0,13,0,10,0,51,2
146,11525,22,0,1,0,19,0,3,0,22,0
4,11598,164,3,8,0,7,0,11,0,164,3
173,11747,50,0,1,0,12,0,0,0,50,0
69,11917,62,2,2,0,39,0,1,0,62,2
146,11927,28,0,1,0,16,0,4,0,28,0
22,11929,127,4,3,0,6,0,11,0,127,4
122,12045,112,4,1,0,23,0,0,0,112,4
69,12114,64,2,2,0,40,0,0,0,64,2
168,12121,172,3,1,0,36,0,0,0,172,3
58,12162,30,0,0,0,30,0,1,0,24,0
69,12273,212,5,4,0,172,2,2,0,212,5
69,9348,152,3,1,0,38,0,0,0,152,3
130,9352,35,0,1,0,30,0,0,0,35,0
130,9442,35,0,1,0,35,0,0,0,18,0
156,9444,45,0,2,0,11,0,1,0,45,0
162,9500,51,2,1,0,33,0,1,0,51,2
108,9586,123,4,2,0,60,1,0,0,123,4
122,9594,152,3,1,0,14,0,0,0,152,3
130,9668,43,0,1,0,32,0,0,0,43,0
164,9683,27,0,1,0,24,0,3,0,27,0
69,9686,59,2,0,0,23,0,0,0,59,2
58,9689,48,0,1,0,28,0,3,0,48,0
58,9709,32,0,1,0,23,0,3,0,32,0
70,9738,41,0,1,0,26,0,0,0,41,0
123,9775,58,2,1,0,35,0,2,0,58,2
69,9788,201,5,2,0,116,3,1,0,201,5
69,9808,373,1,1,0,33,0,0,0,311,1
130,9821,39,0,1,0,39,0,0,0,21,0
69,9822,181,3,1,0,71,1,1,0,181,3
69,9826,216,5,5,0,54,1,7,0,216,5
69,9853,156,3,1,0,39,0,0,0,156,3
60,9856,45,0,1,0,45,0,0,0,17,0
29,10060,55,2,1,0,36,0,4,0,55,2
130,10093,49,0,1,0,30,0,8,0,49,0
69,10130,86,2,0,0,23,0,0,0,86,2
123,10183,32,0,1,0,31,0,1,0,32,0
165,10216,30,0,0,0,14,0,0,0,30,0
58,10270,41,0,1,0,24,0,3,0,41,0
69,10333,134,4,1,0,29,0,2,0,134,4
69,10356,74,2,0,0,26,0,0,0,74,2
69,10519,196,3,2,0,70,1,2,0,196,3
123,10619,34,0,1,0,34,0,1,0,27,0
100,10704,14,0,0,0,14,0,0,0,11,0
129,13913,64,2,1,0,38,0,1,0,64,2
166,14026,81,2,1,0,38,0,3,0,81,2
129,14079,66,2,1,0,43,0,0,0,66,2
146,14101,41,0,1,0,29,0,2,0,41,0
96,14147,22,0,1,0,12,0,1,0,22,0
166,14295,62,2,2,0,32,0,9,0,62,2
164,14360,49,0,1,0,17,0,8,0,49,0
22,14386,47,0,1,0,4,0,3,0,47,0
162,14392,55,2,1,0,32,0,1,0,55,2
0,14508,59,2,0,0,37,0,0,0,59,2
80,14523,70,2,1,0,16,0,1,0,70,2
166,14608,50,0,1,0,20,0,12,0,50,0
58,14645,33,0,1,0,27,0,2,0,33,0
165,9487,195,3,10,0,25,0,10,0,195,3
58,9611,56,2,1,0,26,0,5,0,56,2
70,9629,58,2,1,0,34,0,0,0,58,2
130,9703,42,0,1,0,42,0,0,0,42,0
123,9739,52,2,1,0,36,0,2,0,52,2
69,10854,55,2,2,0,29,0,0,0,55,2
116,10965,159,3,1,0,48,0,0,0,159,3
58,11002,74,2,2,0,33,0,7,0,74,2
69,11028,158,3,3,0,120,3,1,0,158,3
166,11029,89,2,2,0,11,0,30,0,89,2
136,11036,61,2,1,0,44,0,0,0,61,2
54,11046,35,0,0,0,25,0,0,0,35,0
54,11052,30,0,1,0,30,0,2,0,24,0
54,11057,71,2,2,0,27,0,6,0,71,2
166,11099,58,2,2,0,22,0,12,0,58,2
166,11110,66,2,2,0,9,0,11,0,66,2
58,11111,55,2,1,0,28,0,4,0,55,2
109,11130,26,0,1,0,26,0,5,0,26,0
54,11189,79,2,2,0,17,0,8,0,79,2
73,11208,31,0,1,0,31,0,1,0,23,0
54,10347,57,2,0,0,21,0,0,0,57,2
60,10363,89,2,1,0,43,0,2,0,89,2
130,10387,39,0,1,0,39,0,0,0,27,0
69,10543,28,0,1,0,28,0,1,0,26,0
130,10548,33,0,1,0,33,0,0,0,32,0
130,10632,55,2,1,0,38,0,0,0,55,2
100,10660,45,0,1,0,24,0,2,0,45,0
116,10762,166,3,2,0,103,3,0,0,166,3
130,9865,40,0,1,0,33,0,2,0,40,0
144,9950,67,2,2,0,10,0,6,0,67,2
165,9966,29,0,0,0,18,0,0,0,29,0
166,9967,72,2,2,0,28,0,13,0,72,2
80,10036,99,2,3,0,25,0,1,0,99,2
77,10064,52,2,1,0,47,0,2,0,52,2
23,10077,81,2,1,0,45,0,0,0,81,2
161,10115,67,2,1,0,20,0,0,0,67,2
77,10191,55,2,1,0,49,0,2,0,55,2
69,10206,166,3,4,0,162,2,1,0,166,3
130,10210,32,0,1,0,32,0,0,0,17,0
94,10315,40,0,1,0,22,0,0,0,40,0
34,17667,66,2,1,0,17,0,1,0,66,2
75,17714,77,2,3,0,36,0,16,0,77,2
170,17753,156,3,2,0,9,0,10,0,156,3
61,17765,87,2,3,0,5,0,9,0,87,2
61,17801,74,2,2,0,8,0,5,0,74,2
37,17829,55,2,1,0,11,0,7,0,55,2
58,17889,60,2,1,0,37,0,3,0,60,2
100,17958,42,0,1,0,24,0,0,0,42,0
34,17975,76,2,2,0,6,0,6,0,76,2
22,17979,24,0,1,0,5,0,0,0,24,0
146,17995,38,0,1,0,14,0,6,0,38,0
22,18018,61,2,1,0,5,0,4,0,61,2
22,18031,32,0,0,0,10,0,1,0,32,0
41,16297,89,2,1,0,42,0,2,0,89,2
48,16343,110,4,2,0,34,0,6,0,110,4
39,16350,48,0,1,0,25,0,1,0,48,0
143,16451,120,4,0,0,20,0,0,0,120,4
71,16491,87,2,1,0,59,1,0,0,87,2
58,16579,79,2,1,0,35,0,2,0,79,2
162,16655,41,0,1,0,41,0,0,0,13,0
69,16664,54,2,0,0,30,0,0,0,54,2
113,14756,84,2,4,0,16,0,4,0,84,2
0,14840,84,2,0,0,37,0,0,0,84,2
75,14886,49,0,1,0,38,0,4,0,49,0
80,15025,90,2,4,0,32,0,2,0,90,2
106,15109,25,0,0,0,25,0,0,0,19,0
84,15114,29,0,0,0,19,0,0,0,29,0
144,15738,59,2,3,0,14,0,2,0,59,2
100,15760,104,4,1,0,27,0,3,0,104,4
121,15791,28,0,0,0,22,0,0,0,28,0
120,15874,22,0,1,0,9,0,0,0,22,0
116,15887,102,4,0,0,45,0,0,0,102,4
130,15928,35,0,1,0,35,0,0,0,19,0
58,15934,68,2,1,0,40,0,1,0,68,2
100,15937,52,2,0,0,28,0,0,0,52,2
166,15943,79,2,1,0,67,1,1,0,79,2
75,16014,56,2,1,0,48,0,2,0,56,2
54,16055,59,2,1,0,25,0,3,0,59,2
164,16078,58,2,1,0,21,0,4,0,58,2
110,16097,27,0,0,0,27,0,0,0,16,0
166,16169,47,0,1,0,32,0,5,0,47,0
75,16229,64,2,2,0,32,0,7,0,64,2
136,16282,56,2,1,0,41,0,0,0,56,2
166,17196,121,4,4,0,6,0,37,0,121,4
174,17296,17,0,1,0,17,0,0,0,12,0
69,17348,233,5,1,0,48,0,0,0,233,5
34,17351,117,4,1,0,16,0,4,0,117,4
69,17383,75,2,1,0,25,0,0,0,75,2
69,17391,150,3,2,0,132,3,1,0,150,3
166,17406,32,0,1,0,25,0,5,0,32,0
65,17479,76,2,1,0,32,0,0,0,76,2
54,17481,151,3,2,0,22,0,11,0,151,3
54,17522,42,0,0,0,42,0,0,0,13,0
166,17587,42,0,1,0,16,0,10,0,42,0
59,17601,39,0,1,0,23,0,0,0,39,0
34,17622,29,0,1,0,5,0,2,0,29,0
69,15242,172,3,5,0,103,3,6,0,172,3
69,15281,50,0,0,0,23,0,1,0,50,0
69,15347,77,2,1,0,38,0,1,0,77,2
167,15393,50,0,0,0,17,0,1,0,50,0
69,15440,150,3,3,0,143,3,2,0,150,3
166,15612,30,0,1,0,30,0,6,0,29,0
166,15638,38,0,1,0,38,0,2,0,26,0
166,15703,55,2,2,0,31,0,4,0,55,2
109,16837,33,0,0,0,33,0,2,0,17,0
58,16840,53,2,1,0,45,0,2,0,53,2
116,16874,166,3,2,0,133,3,1,0,166,3
109,16929,30,0,1,0,30,0,2,0,19,0
58,16954,34,0,0,0,34,0,0,0,13,0
15,16979,39,0,1,0,31,0,3,0,39,0
85,16986,54,2,1,0,28,0,2,0,54,2
29,16995,32,0,1,0,22,0,1,0,32,0
54,17076,137,4,1,0,26,0,0,0,137,4
69,17094,55,2,0,0,22,0,0,0,55,2
130,17124,33,0,1,0,33,0,0,0,22,0
54,17130,148,4,1,0,25,0,12,0,148,4
166,16682,56,2,2,0,11,0,15,0,56,2
69,16687,174,3,4,0,174,2,1,0,162,3
58,16748,44,0,1,0,35,0,4,0,44,0
69,16785,122,4,3,0,122,3,0,0,114,4
29,16817,32,0,1,0,32,0,0,0,9,0
69,14247,134,4,2,0,47,0,1,0,134,4
166,14268,59,2,1,0,45,0,4,0,59,2
166,14271,42,0,1,0,42,0,1,0,35,0
166,14324,44,0,1,0,33,0,7,0,44,0
166,14349,68,2,1,0,44,0,5,0,68,2
22,14354,32,0,0,0,9,0,2,0,32,0
22,14369,21,0,0,0,18,0,1,0,21,0
166,14406,48,0,1,0,29,0,6,0,48,0
130,14430,49,0,1,0,49,0,1,0,20,0
130,14445,48,0,0,0,34,0,0,0,48,0
161,14477,160,3,5,0,23,0,1,0,160,3
77,14499,38,0,1,0,38,0,1,0,28,0
44,14535,36,0,0,0,36,0,1,0,35,0
123,14545,32,0,1,0,30,0,1,0,32,0
42,14630,44,0,1,0,15,0,0,0,44,0
166,14684,46,0,1,0,30,0,5,0,46,0
69,14685,151,3,0,0,27,0,0,0,151,3
15,14721,38,0,1,0,30,0,3,0,38,0
23,9513,41,0,1,0,41,0,0,0,23,0
159,9565,41,0,1,0,41,0,0,0,25,0
135,9667,29,0,1,0,15,0,0,0,29,0
147,9687,58,2,0,0,27,0,0,0,58,2
69,9802,151,3,0,0,29,0,0,0,151,3
155,9819,36,0,0,0,17,0,0,0,36,0
71,9351,127,4,1,0,43,0,0,0,127,4
130,9366,27,0,1,0,27,0,0,0,6,0
69,9383,53,2,0,0,25,0,0,0,53,2
161,9421,176,3,5,0,19,0,1,0,176,3
159,9450,39,0,1,0,39,0,0,0,32,0
165,9478,20,0,0,0,14,0,0,0,20,0
151,9506,28,0,0,0,28,0,0,0,10,0
69,9599,57,2,0,0,27,0,0,0,57,2
69,9600,183,3,3,0,132,3,2,0,183,3
159,9647,40,0,1,0,31,0,0,0,40,0
58,9690,52,2,1,0,27,0,3,0,52,2
12,9759,165,3,6,0,74,1,5,0,165,3
166,17194,68,2,2,0,15,0,20,0,68,2
165,17258,45,0,1,0,20,0,0,0,45,0
75,17259,92,2,2,0,32,0,6,0,92,2
75,17263,74,2,1,0,29,0,6,0,74,2
54,17507,88,2,1,0,33,0,6,0,88,2
69,17652,234,5,1,0,47,0,0,0,234,5
166,17666,45,0,1,0,22,0,10,0,45,0
75,17697,94,2,1,0,37,0,5,0,94,2
37,17812,79,2,2,0,5,0,13,0,79,2
48,17820,107,4,3,0,20,0,10,0,107,4
157,17873,161,3,0,0,21,0,3,0,161,3
22,17969,58,2,1,0,6,0,4,0,58,2
34,17988,62,2,2,0,3,0,5,0,62,2
22,18039,22,0,0,0,22,0,0,0,14,0
22,18088,43,0,1,0,18,0,4,0,43,0
22,18106,31,0,0,0,18,0,1,0,31,0
166,18156,57,2,2,0,13,0,9,0,57,2
77,18221,45,0,1,0,43,0,3,0,45,0
155,18226,41,0,0,0,28,0,0,0,41,0
84,18245,51,2,0,0,29,0,0,0,51,2
160,18271,78,2,1,0,47,0,0,0,78,2
69,18273,158,3,0,0,33,0,0,0,158,3
75,18281,35,0,1,0,35,0,3,0,17,0
109,18290,36,0,0,0,36,0,0,0,33,0
166,18370,35,0,1,0,33,0,5,0,35,0
58,18404,42,0,0,0,32,0,1,0,42,0
69,18425,74,2,1,0,27,0,3,0,74,2
22,18469,29,0,1,0,14,0,1,0,29,0
54,18474,53,2,1,0,24,0,3,0,53,2
124,18524,32,0,1,0,31,0,3,0,32,0
75,18525,36,0,1,0,36,0,3,0,24,0
130,18550,27,0,1,0,27,0,0,0,8,0
58,5953,51,2,1,0,28,0,3,0,51,2
58,5977,51,2,1,0,38,0,1,0,51,2
47,6024,166,3,1,0,37,0,1,0,166,3
166,18645,52,2,2,0,19,0,13,0,52,2
165,18654,20,0,0,0,16,0,0,0,20,0
130,18696,34,0,1,0,34,0,0,0,21,0
174,18773,39,0,0,0,17,0,0,0,39,0
69,18812,173,3,3,0,173,2,2,0,171,3
159,18864,40,0,1,0,40,0,0,0,27,0
67,18950,59,2,1,0,40,0,1,0,59,2
108,18961,65,2,2,0,44,0,1,0,65,2
130,19021,45,0,1,0,23,0,9,0,45,0
162,19041,106,4,1,0,40,0,0,0,106,4
97,19051,39,0,1,0,39,0,2,0,21,0
73,19052,32,0,0,0,32,0,0,0,13,0
123,19061,33,0,0,0,33,0,0,0,27,0
165,19124,37,0,0,0,25,0,0,0,37,0
10,19685,31,0,1,0,31,0,0,0,28,0
41,19692,59,2,1,0,33,0,2,0,59,2
162,19715,37,0,1,0,37,0,1,0,11,0
130,19724,43,0,1,0,43,0,0,0,21,0
77,19826,45,0,1,0,45,0,0,0,38,0
155,19855,68,2,0,0,19,0,0,0,68,2
77,19859,44,0,1,0,44,0,1,0,18,0
69,19913,79,2,0,0,25,0,0,0,79,2
166,19921,55,2,1,0,16,0,7,0,55,2
77,19936,43,0,1,0,43,0,1,0,27,0
69,19944,79,2,1,0,30,0,1,0,79,2
165,19973,31,0,0,0,20,0,0,0,31,0
70,19986,201,5,5,0,201,4,3,0,167,3
122,19997,50,0,0,0,15,0,0,0,50,0
33,20019,155,3,3,0,155,2,4,0,104,4
22,20026,16,0,0,0,12,0,0,0,16,0
54,20041,24,0,1,0,24,0,3,0,22,0
34,20046,49,0,2,0,1,0,2,0,49,0
129,20053,67,2,1,0,42,0,0,0,67,2
129,20054,64,2,1,0,37,0,1,0,64,2
22,20088,33,0,1,0,13,0,1,0,33,0
12,16720,58,2,2,0,44,0,1,0,58,2
166,16826,51,2,1,0,30,0,8,0,51,2
54,16860,49,0,1,0,26,0,3,0,49,0
75,16936,99,2,1,0,37,0,4,0,99,2
122,17083,84,2,1,0,31,0,1,0,84,2
15,17128,43,0,1,0,31,0,3,0,43,0
54,19161,50,0,1,0,23,0,5,0,50,0
130,19297,47,0,1,0,39,0,0,0,47,0
130,19409,34,0,1,0,34,0,1,0,34,0
58,19432,52,2,1,0,26,0,3,0,52,2
33,19558,146,4,4,0,141,3,5,0,146,4
69,19630,162,3,1,0,41,0,0,0,162,3
77,8384,47,0,1,0,47,0,0,0,35,0
136,8417,83,2,2,0,40,0,4,0,83,2
22,8433,23,0,0,0,14,0,1,0,23,0
83,8522,104,4,1,0,41,0,0,0,104,4
75,8553,42,0,1,0,42,0,1,0,39,0
120,8569,111,4,3,0,5,0,4,0,111,4
22,8601,150,3,4,0,0,0,19,0,150,3
165,8640,22,0,0,0,16,0,0,0,22,0
77,8644,46,0,1,0,46,0,0,0,28,0
75,8671,87,2,1,0,39,0,2,0,87,2
77,8706,44,0,1,0,44,0,0,0,35,0
22,8713,50,0,1,0,11,0,2,0,50,0
100,8726,52,2,1,0,5,0,4,0,52,2
69,8795,131,4,0,0,26,0,1,0,131,4
164,7900,33,0,1,0,30,0,3,0,33,0
77,7923,50,0,1,0,48,0,3,0,50,0
161,7975,59,2,2,0,17,0,0,0,59,2
166,8028,30,0,0,0,26,0,0,0,30,0
33,8098,159,3,3,0,159,2,1,0,118,4
166,8194,127,4,4,0,6,0,46,0,127,4
69,8208,188,3,2,0,101,3,1,0,188,3
22,8247,66,2,2,0,2,0,6,0,66,2
162,8265,50,0,1,0,35,0,0,0,50,0
112,8360,32,0,1,0,23,0,1,0,32,0
113,8374,108,4,3,0,26,0,1,0,108,4
159,2484,76,2,1,0,27,0,3,0,76,2
22,2555,38,0,1,0,8,0,2,0,38,0
54,2564,30,0,1,0,28,0,2,0,30,0
24,2567,34,0,1,0,13,0,0,0,34,0
109,2587,35,0,0,0,35,0,1,0,27,0
159,2662,39,0,1,0,39,0,0,0,7,0
75,2730,65,2,1,0,20,0,5,0,65,2
54,2806,27,0,1,0,26,0,1,0,27,0
29,2862,58,2,1,0,34,0,7,0,58,2
15,2889,30,0,0,0,26,0,3,0,30,0
33,3061,136,4,3,0,136,3,1,0,94,2
80,3111,144,4,6,0,34,0,3,0,144,4
58,3136,41,0,1,0,26,0,2,0,41,0
69,3138,133,4,0,0,30,0,0,0,133,4
58,3193,29,0,0,0,29,0,2,0,27,0
22,3256,23,0,0,0,23,0,0,0,12,0
22,3264,22,0,0,0,9,0,1,0,22,0
22,3386,25,0,1,0,10,0,1,0,25,0
75,3414,37,0,1,0,37,0,2,0,25,0
120,3523,36,0,1,0,19,0,1,0,36,0
100,3664,29,0,1,0,10,0,2,0,29,0
75,3669,53,2,1,0,53,1,1,0,37,0
75,3686,50,0,1,0,50,0,1,0,28,0
124,3702,23,0,1,0,23,0,1,0,21,0
170,3753,141,4,1,0,12,0,8,0,141,4
170,3856,139,4,1,0,13,0,7,0,139,4
155,3865,59,2,1,0,23,0,0,0,59,2
116,3871,204,5,4,0,204,4,3,0,188,3
58,3896,50,0,1,0,26,0,3,0,50,0
69,3913,65,2,0,0,22,0,0,0,65,2
